Title	Location	Company	Review	Summary
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget / Ressourcen / Zeit und anderen...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will allow our advertisers to hit their...
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den Standort Düsseldorf ab sofort einen...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data Science und Machine Learning:....
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen. Das erwartet Dich bei uns:....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen Statistik und Data Mining....
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches. General Support to projects in data management topics....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere Beratungsfelder....
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b. Aktuelle und lösungsorientierte Analyse-und Prognoseideen, um unternehmerische...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context....
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization. As part of our Operations practice, our Analytics teams bring the...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und präsentierst in regelmäßigen Abständen neue...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context....
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller Künstlicher Intelligenz. Vollzeit | Marie-Curie-Straße 3, 40764 Langenfeld (Rheinland),...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product development teams in our Frankfurt office...
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget / Ressourcen / Zeit und anderen projektbestimmenden Faktoren Je nach Projekt arbeiten...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will allow our advertisers to hit their targets on our website....
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den Standort Düsseldorf ab sofort einen „Senior Data Scientist (m/w)“, der in der Lage...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data Science und Machine Learning:....
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen. Das erwartet Dich bei uns:....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen Statistik und Data Mining. Mehrjährige Berufserfahrung im Bereich statistischer...
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches. General Support to projects in data management topics. First years of experience in analyzing complex Data Sets....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere Beratungsfelder. Kurze Wege, flache Hierarchien, eine pragmatische und an den...
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b. Aktuelle und lösungsorientierte Analyse-und Prognoseideen, um unternehmerische Herausforderungen entgegenzutreten *....
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context. Development and maintenance of pipelines for the analysis of...
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization. As part of our Operations practice, our Analytics teams bring the latest analytical techniques plus a deep...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und präsentierst in regelmäßigen Abständen neue Ergebnisse vor Stakeholdern aus anderen...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context. Development and maintenance of pipelines for the analysis of...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics. EnBW Energie Baden-Württemberg AG Vertrag unbefristet Köln Vollzeit....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller Künstlicher Intelligenz....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product...
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget / Ressourcen / Zeit und anderen...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will allow our advertisers to hit their...
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den Standort Düsseldorf ab sofort einen...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data Science und Machine Learning:....
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen. Das erwartet Dich bei uns:....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen Statistik und Data Mining....
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches. General Support to projects in data management topics....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere Beratungsfelder....
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b. Aktuelle und lösungsorientierte Analyse-und Prognoseideen, um unternehmerische...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context....
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization. As part of our Operations practice, our Analytics teams bring the...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und präsentierst in regelmäßigen Abständen neue...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a scientific context....
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget /...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will...
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data...
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen...
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere...
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b....
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization....
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget /...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will...
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data...
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen...
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere...
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b....
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization....
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
            Senior Analyst (w/m/d) Data Scientist		        ayonik		            Sie übernehmen Projekt- oder Teilprojektleitungen in Kundenprojekten. Aufgaben Sie verantworten je nach Projekt die Planung und Steuerung von Budget /...
Data Scientist – Automated Bidding Tools	Düsseldorf	        trivago		            Our Data Science team seeks an experienced data scientist to dig into the data of over 1.8 million hotels and develop an automated bidding algorithm that will...
            Senior Data Scientist	Düsseldorf	        Flint Data		Data Science Consultant. + 3 Jahre relevante Data Science Berufserfahrung. Um der Firmenphilosophie weiterhin gerecht zu werden, sucht unser Klient für den...
            Senior Data Scientist / Machine Learning Developer (m/w/d) F...	Düsseldorf	        CHECK24 Vergleichsportal Shopping GmbH		            Perspektivisch Aufbau und Führung eines Teams von Data Scientists. Verantwortung für den Aufbau und die Weiterentwicklung neuer Technologien im Bereich Data...
            Senior Data Scientist (m/w)	Düsseldorf	        SMS group		            Umgang mit Big Data sowie Kenntnisse in R und Python. Arbeite mit technologischen Teams zur Unterstützung von ML-Algorithmen auf Big Data Plattformen zusammen....
Data Scientist (Big Data) (m/w/x)	Mülheim an der Ruhr	        ALDI SOUTH		            Umsetzung internationaler Projekte im Bereich Analytics, Big Data und Machine Learning. Hervorragende analytische Fähigkeiten sowie Know-how in den Bereichen...
            Big Data - Data Scientist (m/w/x)	Mönchengladbach	        Santander		            Very good knowledge in building Models from data using statistical, data mining or machine learning approaches....
Data Scientist (m/w/d)	Duisburg	        PKF Deutschland GmbH		Data Scientist (m/w/d). Unterstützung unseres Data Lab Teams bei der Konzeption und Realisierung von datenbasierten Algorithmen und Analysetools für unsere...
Data Scientist (m/w/d)	Düsseldorf	        Michael Page		            Fundierte Kenntnisse im Umgang mit Datenbanken und im Einsatz/Anwendung von Big Data Technologien, wie z.b....
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...	Düsseldorf	        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Consultant - Operations Data Scientist	Düsseldorf	        McKinsey & Company		            Operations analytics can help solve problems in optimization, forecasting, simulation, and big data comparison and visualization....
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und...
            Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’...		        Universitätsklinikum Düsseldorf		            Analysis of genomic data. Staff scientist (m/f/d) for bioinformatics (NGS ‘long-read’ technology). Proven experience of analyzing genome-scale data sets in a...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und...
            (Senior) Data Scientist Risk Analytics (m/w)		        mayato GmbH		            (Senior) Data Scientist Risk Analytics (m/w). Sie haben ein tiefes Know-how in Data Science Bereichen wie Big Data, Machine Learning, neuronale Netze,...
Data Scientist (f/m/d) Permanent contract, full-time, Cologn...	Köln	        real,- Digital Services GmbH		            As Data Scientist (f/m/d) at real.digital you will drive forward the further development of the marketplace on the basis of data:....
Data Scientist / Data Analyst (m/w/d)	Köln	        REWE Digital		            Masterstudium mit Data Science/Analytics-Bezug (z.B. Einschlägige Berufserfahrung im Bereich Data Science/Advanced Analytics....
            (Junior / Senior) Data Scientist (m/w/d)	Köln	        Konzernzentrale		Data Scientist (m/w/d). Je nach Ihrer bisherigen Erfahrung steigen Sie bei uns als Senior Data Scientist ein und bringen Ihre Kenntnisse ein, um unsere Junior...
Data Scientist (m/w/d)	Köln	        Gothaer Konzern		            Mitwirkung an der Weiterentwicklung eines „analytischen Data Marts“. Konzeption komplexer Datenanalysen und Entwicklung prognostischer Modelle auf der Basis...
            (Junior) Data Scientist - Informatiker / Physiker / Mathemat...	Köln	        AXA		            (Junior) Data Scientist - Informatiker / Physiker / Mathematiker (m/w/d) für unser Data Innovation Lab ( 190004R2 )....
Data Scientist (m/w/d)	Köln	        Gothaer		            Mitwirkung an der Weiterentwicklung eines „analytischen Data Marts“. Konzeption komplexer Datenanalysen und Entwicklung prognostischer Modelle auf der Basis...
            9/2019 Data Scientist (m/w/d)	Köln	        Central		            Dann bewerben Sie sich als Data Scientist (w/m/d) bei der Central Krankenversicherung AG. Die Abteilung Unternehmenscontrolling (UC) sucht für die Gruppe...
Data Scientist (m/f)	Köln	        SALOODO! GMBH		            We are looking for an experienced Data Scientist to join our rapidly growing dynamic Data & AI team and help us building the future of digital logistics....
            Big Data Engineer / Scientist (m/w)	Köln	        Qimia GmbH		            Big Data Storage:. Big Data Science Entwicklung:. Entwicklung von Big Data Analytics Anwendung. Konzeption und Realisierung von Big Data Lösungen....
Data Scientist w/m/d	Köln	        Bechtle GmbH & Co. KG IT-Systemhaus Bonn/Köln		            Interdisziplinäre Zusammenarbeit mit Data Scientists, Solution Architects, Software-Entwicklern und Visualisierungsexperten. DAS IST IHR JOB....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller...
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to...
DATA SCIENTIST (M/F/X)	Bonn	        Deutsche Post		DATA SCIENTIST (M/F/X). As an experienced Data Scientist in the Deutsche Post DHL Group, you will work with our operative departments to solve concrete business...
            Werkstudent w/m/d Data Scientist	Köln	        Bechtle GmbH & Co. KG IT-Systemhaus Bonn/Köln		            Interdisziplinäre Zusammenarbeit mit Data Scientists, Solution Architects, Software-Entwicklern und Visualisierungsexperten. DAS IST IHR JOB....
Data Scientist (m/f/d)	Siegburg	        Siegwerk		Data Scientist (m/f/d). As a member of our data science team, you will help in providing the infrastructure and expertise needed to collect and process Big Data...
Data Scientist (m/w/d)	Langenfeld	        Control€xpert GmbH		            Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller Künstlicher Intelligenz....
            Junior Berater Business Intelligence (m/w) / Data Scientist...	Köln	        TIMETOACT		            Die Unternehmen der TIMETOACT GROUP – ARS, CLOUDPILOTS, edcom, GIS, novaCapta, synaigy, TIMETOACT, X-INTEGRATE – erbringen Leistungen in den Bereichen Digital...
Data Scientist / BI Entwickler (m/w/d)	Köln	        GastroHero GmbH		            DEINE AUFGABENFELDER: In Deiner Rolle bist Du für die Aufbereitung und Analyse unserer Shop- und Prozessdaten sowie für die Generierung von KPIs zuständig. Du...
            Senior Data Scientist (m/w/d) für unser Data Innovation Lab	Köln	        AXA		            Mehrjährige Berufserfahrung als Data Scientist, Data Analyst oder Softwareentwickler. Senior Data Scientist (m/w/d) für unser Data Innovation Lab ( 180007W5 )....
            Senior Data Scientist (m/w/d)	Köln	        AXA		            Senior Data Scientist (m/w/d) ( 19000362 ). Stellenbeschreibung - Senior Data Scientist (m/w/d) (19000362). Als Data Scientist arbeitest Du bei uns mit Deinen...
            Director Data Science (m/f/d)	Köln	        InfluencerDB		            Enhance the data engine with regard to machine learning solutions and data quality. You are a senior data scientist with more than 3 years of professional...
            Consultant (m/w) Data Scientist	Köln	        adesso AG		            Consultant (m/w) Data Scientist. Zusammen mit Senior Data Scientists konzipieren und implementieren Sie neue Data Science Use Cases....
            (Senior) Data Scientist Risk Analytics (m/w)		        mayato GmbH		            (Senior) Data Scientist Risk Analytics (m/w). Sie haben ein tiefes Know-how in Data Science Bereichen wie Big Data, Machine Learning, neuronale Netze,...
            (Senior) Data Scientist Advanced Analytics (m/w/d) - Neckars...		        LIDL Stiftung & Co. KG		            Du bearbeitest Projekte in interdisziplinären, agilen Teams aus Data Scientists, Data Engineers, Software-Entwicklern und Visualisierungsexperten und...
            Senior Data Scientist (w/m/d) – Köln		        EnBW Energie Baden-Württemberg AG		            Senior Data Scientist(w/m/d). Dann kommen Sie zu ins „EnBW Data Lab“. Arbeiten mit neusten Technologien und Konzepten im Bereich Big Data Analytics....
Data Scientist (m/w/d)		        Control€xpert GmbH		Data Scientist (m/w/d). Als Data Scientist entwickelst du Datenmodelle mit modernsten Machine Learning Technologien und nutzt die Fähigkeiten aktueller Künstlicher Intelligenz....
Data Scientist (f/m/x) - Frankfurt am Main		        COBI.Bike GmbH		            Your are comfortable working closely with both Developers and Data Scientists. As an interface between data science and development, you’ll be able to collaborate closely with the COBI.Bike product...
DATA SCIENTIST (M/F/X)	Bonn	        Deutsche Post		DATA SCIENTIST (M/F/X). As an experienced Data Scientist in the Deutsche Post DHL Group, you will work with our operative departments to solve concrete business problems....
